
Path                                                                                                       LineNumber Line                                                                                                    
C:\Users\LG\reject-analyzer\.history\src\App_20260227020459.jsx                                                  3062 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020459.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020459.jsx                                                  3090 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  2838 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  2869 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  2923 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  3013 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  3062 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020502.jsx                                                  3090 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  2840 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  2871 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  2925 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  3015 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  3064 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  3077 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020625.jsx                                                  3092 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  2842 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  2873 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  2927 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  3017 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  3066 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  3079 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020653.jsx                                                  3094 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  2848 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  2879 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  2933 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  3023 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  3072 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  3085 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227020706.jsx                                                  3100 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  2848 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  2879 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  2933 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  3023 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  3072 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  3085 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024858.jsx                                                  3100 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  2848 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  2879 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  2933 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  3023 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  3072 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  3085 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227024903.jsx                                                  3100 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  2850 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  2881 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  2935 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  3025 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  3074 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  3087 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025135.jsx                                                  3102 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025205.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025703.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025801.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025820.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025935.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025947.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227025958.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030017.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  2851 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  2882 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  2936 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  3026 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  3075 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  3088 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227030819.jsx                                                  3103 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  2820 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  2851 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  2905 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  2995 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  3044 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  3057 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031350.jsx                                                  3072 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227031550.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032139.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032204.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032226.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032240.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032304.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032326.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032346.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032413.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032433.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  2996 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  3045 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  3058 if (analysisKeyRef.current !== __key) {                                                                 
C:\Users\LG\reject-analyzer\.history\src\App_20260227032451.jsx                                                  3073 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032505.jsx                                                  2821 m.set(__key, { semanticMatch, semanticMeta });                                                          
C:\Users\LG\reject-analyzer\.history\src\App_20260227032505.jsx                                                  2852 if (!prev || prev.key !== __key) return prev;                                                           
C:\Users\LG\reject-analyzer\.history\src\App_20260227032505.jsx                                                  2906 if (analysisKeyRef.current !== __key) {                                                                 
